realization_id,priestley_taylor_alpha-snow,priestley_taylor_alpha-transpiration,snowmelt_rate,snowmelt_degree_diff,perm_s3,perm_s4,perm_g1,perm_g4
30,0.778125,0.328125,3.0396875000000003,2.875,-11.772465388637482,-11.761721658325914,-11.812812917381596,-13.9375
31,0.328125,0.778125,5.094687500000001,4.875,-10.772465388637482,-10.761721658325914,-12.812812917381596,-12.9375
32,0.3421875,0.5390625,4.25984375,3.1875,-12.428715388637482,-10.480471658325914,-11.906562917381596,-12.65625
33,0.7921874999999999,0.9890625,2.20484375,1.1875,-11.428715388637482,-11.480471658325914,-12.906562917381596,-13.65625
34,1.0171875,0.31406249999999997,5.28734375,4.1875,-10.928715388637482,-11.980471658325914,-12.406562917381596,-13.15625
35,0.5671875,0.7640624999999999,3.23234375,2.1875,-11.928715388637482,-10.980471658325914,-13.406562917381596,-12.15625
36,0.6796875,0.42656249999999996,1.69109375,2.6875,-12.178715388637482,-10.730471658325914,-12.156562917381596,-13.40625
37,1.1296875,0.8765624999999999,3.7460937500000004,4.6875,-11.178715388637482,-11.730471658325914,-13.156562917381596,-12.40625
38,0.9046874999999999,0.6515624999999999,2.71859375,1.6875,-11.678715388637482,-12.230471658325914,-11.656562917381596,-12.90625
39,0.45468749999999997,1.1015625,4.77359375,3.6875,-12.678715388637482,-11.230471658325914,-12.656562917381596,-13.90625
40,0.5109374999999999,0.3703125,2.46171875,4.9375,-11.303715388637482,-10.855471658325914,-12.031562917381596,-13.28125
41,0.9609375,0.8203125,4.516718750000001,2.9375,-12.303715388637482,-11.855471658325914,-13.031562917381596,-12.28125
42,1.1859374999999999,0.5953124999999999,1.43421875,3.9375,-11.803715388637482,-11.355471658325914,-11.531562917381596,-12.78125
43,0.7359374999999999,1.0453124999999999,3.4892187500000005,1.9375,-10.803715388637482,-10.355471658325914,-12.531562917381596,-13.78125
44,0.6234375,0.7078125,5.030468750000001,1.4375,-11.053715388637482,-11.105471658325914,-11.781562917381596,-12.53125
45,1.0734374999999998,1.1578125,2.97546875,3.4375,-12.053715388637482,-12.105471658325914,-12.781562917381596,-13.53125
46,0.8484375,0.4828125,4.002968750000001,2.4375,-12.553715388637482,-11.605471658325914,-12.281562917381596,-13.03125
47,0.3984375,0.9328124999999998,1.9479687500000002,4.4375,-11.553715388637482,-10.605471658325914,-13.281562917381596,-12.03125
48,0.3703125,0.5109374999999999,4.64515625,1.5625,-11.866215388637482,-12.167971658325914,-12.969062917381596,-13.09375
49,0.8203125,0.9609375,2.59015625,3.5625,-10.866215388637482,-11.167971658325914,-11.969062917381596,-12.09375
50,1.0453124999999999,0.7359374999999999,3.6176562500000005,2.5625,-11.366215388637482,-10.667971658325914,-13.469062917381596,-12.59375
51,0.5953124999999999,1.1859374999999999,1.56265625,4.5625,-12.366215388637482,-11.667971658325914,-12.469062917381596,-13.59375
52,0.7078125,0.6234375,3.1039062500000005,4.0625,-12.616215388637482,-11.917971658325914,-13.219062917381596,-12.84375
53,1.1578125,1.0734374999999998,5.15890625,2.0625,-11.616215388637482,-10.917971658325914,-12.219062917381596,-13.84375
54,0.9328124999999998,0.3984375,2.0764062500000002,3.0625,-11.116215388637482,-10.417971658325914,-12.719062917381596,-13.34375
55,0.4828125,0.8484375,4.13140625,1.0625,-12.116215388637482,-11.417971658325914,-11.719062917381596,-12.34375
56,0.42656249999999996,0.6796875,2.33328125,2.3125,-10.741215388637482,-11.792971658325914,-13.094062917381596,-12.96875
57,0.8765624999999999,1.1296875,4.38828125,4.3125,-11.741215388637482,-10.792971658325914,-12.094062917381596,-13.96875
58,1.1015625,0.45468749999999997,3.3607812500000005,1.3125,-12.241215388637482,-11.292971658325914,-12.594062917381596,-13.46875
59,0.6515624999999999,0.9046874999999999,5.41578125,3.3125,-11.241215388637482,-12.292971658325914,-11.594062917381596,-12.46875
60,0.5390625,0.3421875,3.8745312500000004,3.8125,-11.491215388637482,-11.542971658325914,-12.844062917381596,-13.21875
61,0.9890625,0.7921874999999999,1.8195312500000003,1.8125,-12.491215388637482,-10.542971658325914,-11.844062917381596,-12.21875
62,0.7640624999999999,0.5671875,4.90203125,4.8125,-11.991215388637482,-11.042971658325914,-13.344062917381596,-12.71875
63,0.31406249999999997,1.0171875,2.84703125,2.8125,-10.991215388637482,-12.042971658325914,-12.344062917381596,-13.71875
64,0.32109375,0.65859375,4.741484375000001,4.34375,-11.413090388637482,-11.433596658325914,-12.172187917381596,-13.578125
65,0.7710937499999999,1.1085937499999998,2.686484375,2.34375,-12.413090388637482,-10.433596658325914,-13.172187917381596,-12.578125
66,0.99609375,0.43359375,3.7139843750000003,3.34375,-11.913090388637482,-10.933596658325914,-11.672187917381596,-12.078125
67,0.5460937499999999,0.88359375,1.6589843750000002,1.34375,-10.913090388637482,-11.933596658325914,-12.672187917381596,-13.078125
68,0.65859375,0.32109375,3.200234375,1.84375,-11.163090388637482,-11.683596658325914,-11.922187917381596,-12.328125
69,1.1085937499999998,0.7710937499999999,5.255234375000001,3.84375,-12.163090388637482,-10.683596658325914,-12.922187917381596,-13.328125
70,0.88359375,0.5460937499999999,2.172734375,2.84375,-12.663090388637482,-11.183596658325914,-12.422187917381596,-13.828125
71,0.43359375,0.99609375,4.227734375000001,4.84375,-11.663090388637482,-12.183596658325914,-13.422187917381596,-12.828125
72,0.48984374999999997,0.48984374999999997,1.9158593750000001,3.59375,-12.288090388637482,-12.058596658325914,-11.797187917381596,-12.453125
73,0.9398437499999999,0.9398437499999999,3.9708593750000003,1.59375,-11.288090388637482,-11.058596658325914,-12.797187917381596,-13.453125
74,1.16484375,0.71484375,2.943359375,4.59375,-10.788090388637482,-10.558596658325914,-12.297187917381596,-13.953125
75,0.71484375,1.16484375,4.998359375000001,2.59375,-11.788090388637482,-11.558596658325914,-13.297187917381596,-12.953125
76,0.60234375,0.60234375,3.4571093750000004,2.09375,-12.038090388637482,-12.308596658325914,-12.047187917381596,-13.703125
77,1.05234375,1.05234375,1.4021093750000002,4.09375,-11.038090388637482,-11.308596658325914,-13.047187917381596,-12.703125
78,0.82734375,0.37734375,4.484609375,1.09375,-11.538090388637482,-10.808596658325914,-11.547187917381596,-12.203125
79,0.37734375,0.82734375,2.429609375,3.09375,-12.538090388637482,-11.808596658325914,-12.547187917381596,-13.203125
80,0.40546875,0.40546875,4.099296875,2.96875,-10.850590388637482,-11.246096658325914,-13.234687917381596,-12.140625
81,0.85546875,0.85546875,2.044296875,4.96875,-11.850590388637482,-12.246096658325914,-12.234687917381596,-13.140625
82,1.0804687499999999,0.6304687499999999,5.126796875,1.96875,-12.350590388637482,-11.746096658325914,-12.734687917381596,-13.640625
83,0.6304687499999999,1.0804687499999999,3.0717968750000004,3.96875,-11.350590388637482,-10.746096658325914,-11.734687917381596,-12.640625
84,0.74296875,0.74296875,1.5305468750000002,3.46875,-11.600590388637482,-10.996096658325914,-12.984687917381596,-13.890625
85,1.19296875,1.19296875,3.5855468750000004,1.46875,-12.600590388637482,-11.996096658325914,-11.984687917381596,-12.890625
86,0.9679687499999998,0.51796875,2.5580468750000005,4.46875,-12.100590388637482,-11.496096658325914,-13.484687917381596,-12.390625
87,0.51796875,0.9679687499999998,4.613046875,2.46875,-11.100590388637482,-10.496096658325914,-12.484687917381596,-13.390625
88,0.46171874999999996,0.57421875,2.8149218750000005,1.21875,-11.725590388637482,-10.621096658325914,-12.859687917381596,-13.765625
89,0.9117187499999999,1.02421875,4.869921875,3.21875,-10.725590388637482,-11.621096658325914,-11.859687917381596,-12.765625
90,1.13671875,0.34921874999999997,1.7874218750000002,2.21875,-11.225590388637482,-12.121096658325914,-13.359687917381596,-12.265625
91,0.6867187499999999,0.7992187499999999,3.8424218750000003,4.21875,-12.225590388637482,-11.121096658325914,-12.359687917381596,-13.265625
92,0.57421875,0.46171874999999996,5.383671875,4.71875,-12.475590388637482,-10.371096658325914,-13.109687917381596,-12.015625
93,1.02421875,0.9117187499999999,3.3286718750000004,2.71875,-11.475590388637482,-11.371096658325914,-12.109687917381596,-13.015625
94,0.7992187499999999,0.6867187499999999,4.356171875,3.71875,-10.975590388637482,-11.871096658325914,-12.609687917381596,-13.515625
95,0.34921874999999997,1.13671875,2.301171875,1.71875,-11.975590388637482,-10.871096658325914,-11.609687917381596,-12.515625
96,0.33515625,0.41953124999999997,3.007578125,2.40625,-11.694340388637482,-11.089846658325914,-12.703437917381596,-12.796875
97,0.78515625,0.8695312499999999,5.062578125,4.40625,-12.694340388637482,-12.089846658325914,-11.703437917381596,-13.796875
98,1.0101562499999999,0.64453125,1.9800781250000001,1.40625,-12.194340388637482,-11.589846658325914,-13.203437917381596,-13.296875
99,0.5601562499999999,1.09453125,4.035078125,3.40625,-11.194340388637482,-10.589846658325914,-12.203437917381596,-12.296875
100,0.67265625,0.53203125,4.548828125,3.90625,-10.944340388637482,-10.839846658325914,-13.453437917381596,-13.046875
101,1.12265625,0.9820312499999999,2.4938281250000003,1.90625,-11.944340388637482,-11.839846658325914,-12.453437917381596,-12.046875
102,0.8976562499999998,0.30703125,3.521328125,4.90625,-12.444340388637482,-11.339846658325914,-12.953437917381596,-12.546875
103,0.44765625,0.7570312499999999,1.4663281250000002,2.90625,-11.444340388637482,-10.339846658325914,-11.953437917381596,-13.546875
104,0.50390625,0.7007812499999999,3.778203125,1.65625,-12.569340388637482,-10.714846658325914,-13.328437917381596,-13.171875
105,0.95390625,1.1507812499999999,1.7232031250000002,3.65625,-11.569340388637482,-11.714846658325914,-12.328437917381596,-12.171875
106,1.1789062499999998,0.47578124999999993,4.805703125000001,2.65625,-11.069340388637482,-12.214846658325914,-12.828437917381596,-12.671875
107,0.7289062499999999,0.92578125,2.7507031250000002,4.65625,-12.069340388637482,-11.214846658325914,-11.828437917381596,-13.671875
108,0.6164062499999999,0.36328125,2.2369531250000003,4.15625,-11.819340388637482,-10.464846658325914,-12.578437917381596,-12.921875
109,1.06640625,0.81328125,4.291953125000001,2.15625,-10.819340388637482,-11.464846658325914,-11.578437917381596,-13.921875
110,0.8414062499999999,0.58828125,3.264453125,3.15625,-11.319340388637482,-11.964846658325914,-13.078437917381596,-13.421875
111,0.39140624999999996,1.0382812499999998,5.319453125000001,1.15625,-12.319340388637482,-10.964846658325914,-12.078437917381596,-12.421875
112,0.36328125,0.6164062499999999,1.8516406250000002,4.78125,-11.131840388637482,-11.527346658325914,-11.640937917381596,-13.484375
113,0.81328125,1.06640625,3.906640625,2.78125,-12.131840388637482,-10.527346658325914,-12.640937917381596,-12.484375
114,1.0382812499999998,0.39140624999999996,2.8791406250000002,3.78125,-12.631840388637482,-11.027346658325914,-12.140937917381596,-12.984375
115,0.58828125,0.8414062499999999,4.934140625,1.78125,-11.631840388637482,-12.027346658325914,-13.140937917381596,-13.984375
116,0.7007812499999999,0.50390625,4.4203906250000005,1.28125,-11.381840388637482,-11.777346658325914,-12.390937917381596,-12.734375
117,1.1507812499999999,0.95390625,2.3653906250000003,3.28125,-12.381840388637482,-10.777346658325914,-13.390937917381596,-13.734375
118,0.92578125,0.7289062499999999,5.447890625,2.28125,-11.881840388637482,-11.277346658325914,-11.890937917381596,-13.234375
119,0.47578124999999993,1.1789062499999998,3.392890625,4.28125,-10.881840388637482,-12.277346658325914,-12.890937917381596,-12.234375
120,0.41953124999999997,0.33515625,5.191015625,3.03125,-12.006840388637482,-11.902346658325914,-12.265937917381596,-12.609375
121,0.8695312499999999,0.78515625,3.136015625,1.03125,-11.006840388637482,-10.902346658325914,-13.265937917381596,-13.609375
122,1.09453125,0.5601562499999999,4.1635156250000005,4.03125,-11.506840388637482,-10.402346658325914,-11.765937917381596,-13.109375
123,0.64453125,1.0101562499999999,2.108515625,2.03125,-12.506840388637482,-11.402346658325914,-12.765937917381596,-12.109375
124,0.53203125,0.67265625,2.6222656250000003,2.53125,-12.256840388637482,-12.152346658325914,-11.515937917381596,-13.359375
125,0.9820312499999999,1.12265625,4.677265625,4.53125,-11.256840388637482,-11.152346658325914,-12.515937917381596,-12.359375
126,0.7570312499999999,0.44765625,1.5947656250000002,1.53125,-10.756840388637482,-10.652346658325914,-12.015937917381596,-12.859375
127,0.30703125,0.8976562499999998,3.649765625,3.53125,-11.756840388637482,-11.652346658325914,-13.015937917381596,-13.859375
128,0.310546875,0.5988281249999999,2.5741015625,1.765625,-10.905277888637482,-10.972659158325914,-11.773750417381596,-13.5078125
129,0.760546875,1.048828125,4.629101562500001,3.765625,-11.905277888637482,-11.972659158325914,-12.773750417381596,-12.5078125
130,0.9855468749999998,0.37382812499999996,1.5466015625,2.765625,-12.405277888637482,-11.472659158325914,-12.273750417381596,-12.0078125
131,0.535546875,0.8238281249999999,3.6016015625000004,4.765625,-11.405277888637482,-10.472659158325914,-13.273750417381596,-13.0078125
132,0.6480468749999999,0.486328125,5.142851562500001,4.265625,-11.655277888637482,-11.222659158325914,-12.023750417381596,-12.2578125
133,1.0980468749999999,0.936328125,3.0878515625,2.265625,-12.655277888637482,-12.222659158325914,-13.023750417381596,-13.2578125
134,0.873046875,0.7113281249999999,4.115351562500001,3.265625,-12.155277888637482,-11.722659158325914,-11.523750417381596,-13.7578125
135,0.423046875,1.1613281249999998,2.0603515625,1.265625,-11.155277888637482,-10.722659158325914,-12.523750417381596,-12.7578125
136,0.47929687499999996,0.317578125,4.3722265625,2.015625,-11.780277888637482,-10.347659158325914,-12.148750417381596,-12.3828125
137,0.9292968749999999,0.767578125,2.3172265625,4.015625,-10.780277888637482,-11.347659158325914,-13.148750417381596,-13.3828125
138,1.154296875,0.5425781249999999,5.399726562500001,1.015625,-11.280277888637482,-11.847659158325914,-11.648750417381596,-13.8828125
139,0.7042968749999999,0.9925781249999999,3.3447265625,3.015625,-12.280277888637482,-10.847659158325914,-12.648750417381596,-12.8828125
140,0.591796875,0.655078125,1.8034765625000002,3.515625,-12.530277888637482,-10.597659158325914,-11.898750417381596,-13.6328125
141,1.041796875,1.105078125,3.8584765625000004,1.515625,-11.530277888637482,-11.597659158325914,-12.898750417381596,-12.6328125
142,0.8167968749999999,0.430078125,2.8309765625,4.515625,-11.030277888637482,-12.097659158325914,-12.398750417381596,-12.1328125
143,0.36679687499999997,0.8800781249999998,4.8859765625,2.515625,-12.030277888637482,-11.097659158325914,-13.398750417381596,-13.1328125
144,0.394921875,0.45820312499999993,2.1887890625,3.390625,-11.342777888637482,-11.660159158325914,-12.836250417381596,-12.1953125
145,0.844921875,0.908203125,4.2437890625,1.390625,-12.342777888637482,-10.660159158325914,-11.836250417381596,-13.1953125
146,1.069921875,0.6832031249999999,3.2162890625000005,4.390625,-11.842777888637482,-11.160159158325914,-13.336250417381596,-13.6953125
147,0.619921875,1.1332031249999999,5.271289062500001,2.390625,-10.842777888637482,-12.160159158325914,-12.336250417381596,-12.6953125
148,0.732421875,0.570703125,3.7300390625000004,2.890625,-11.092777888637482,-11.410159158325914,-13.086250417381596,-13.9453125
149,1.182421875,1.0207031249999998,1.6750390625000002,4.890625,-12.092777888637482,-10.410159158325914,-12.086250417381596,-12.9453125
150,0.9574218749999999,0.345703125,4.7575390625,1.890625,-12.592777888637482,-10.910159158325914,-12.586250417381596,-12.4453125
151,0.5074218749999999,0.795703125,2.7025390625000005,3.890625,-11.592777888637482,-11.910159158325914,-11.586250417381596,-13.4453125
152,0.451171875,0.7394531249999999,4.5006640625,4.640625,-12.217777888637482,-12.285159158325914,-13.211250417381596,-13.8203125
153,0.901171875,1.189453125,2.4456640625,2.640625,-11.217777888637482,-11.285159158325914,-12.211250417381596,-12.8203125
154,1.1261718749999998,0.514453125,3.4731640625000004,3.640625,-10.717777888637482,-10.785159158325914,-12.711250417381596,-12.3203125
155,0.676171875,0.9644531249999999,1.4181640625,1.640625,-11.717777888637482,-11.785159158325914,-11.711250417381596,-13.3203125
156,0.563671875,0.40195312499999997,2.9594140625000005,1.140625,-11.967777888637482,-12.035159158325914,-12.961250417381596,-12.0703125
157,1.013671875,0.8519531249999999,5.0144140625,3.140625,-10.967777888637482,-11.035159158325914,-11.961250417381596,-13.0703125
158,0.7886718749999999,0.626953125,1.9319140625000002,2.140625,-11.467777888637482,-10.535159158325914,-13.461250417381596,-13.5703125
159,0.33867187499999996,1.076953125,3.9869140625000004,4.140625,-12.467777888637482,-11.535159158325914,-12.461250417381596,-12.5703125
160,0.352734375,0.359765625,5.463945312500001,3.953125,-11.186527888637482,-11.816409158325914,-13.367500417381596,-12.8515625
161,0.802734375,0.809765625,3.4089453125,1.953125,-12.186527888637482,-10.816409158325914,-12.367500417381596,-13.8515625
162,1.0277343749999999,0.584765625,4.4364453125,4.953125,-12.686527888637482,-11.316409158325914,-12.867500417381596,-13.3515625
163,0.5777343749999999,1.034765625,2.3814453125000004,2.953125,-11.686527888637482,-12.316409158325914,-11.867500417381596,-12.3515625
164,0.690234375,0.697265625,2.8951953125000003,2.453125,-11.436527888637482,-11.566409158325914,-12.617500417381596,-13.1015625
165,1.140234375,1.147265625,4.9501953125,4.453125,-12.436527888637482,-10.566409158325914,-11.617500417381596,-12.1015625
166,0.9152343749999998,0.47226562499999997,1.8676953125000002,1.453125,-11.936527888637482,-11.066409158325914,-13.117500417381596,-12.6015625
167,0.465234375,0.9222656249999999,3.9226953125,3.453125,-10.936527888637482,-12.066409158325914,-12.117500417381596,-13.6015625
168,0.521484375,0.5285156249999999,1.6108203125,4.203125,-12.061527888637482,-12.191409158325914,-12.742500417381596,-13.2265625
169,0.971484375,0.978515625,3.6658203125,2.203125,-11.061527888637482,-11.191409158325914,-11.742500417381596,-12.2265625
170,1.1964843749999998,0.303515625,2.6383203125000003,3.203125,-11.561527888637482,-10.691409158325914,-13.242500417381596,-12.7265625
171,0.7464843749999999,0.7535156249999999,4.693320312500001,1.203125,-12.561527888637482,-11.691409158325914,-12.242500417381596,-13.7265625
172,0.6339843749999999,0.416015625,4.1795703125,1.703125,-12.311527888637482,-11.941409158325914,-13.492500417381596,-12.9765625
173,1.083984375,0.866015625,2.1245703125000004,3.703125,-11.311527888637482,-10.941409158325914,-12.492500417381596,-13.9765625
174,0.8589843749999999,0.641015625,5.207070312500001,2.703125,-10.811527888637482,-10.441409158325914,-12.992500417381596,-13.4765625
175,0.40898437499999996,1.0910156249999998,3.1520703125000002,4.703125,-11.811527888637482,-11.441409158325914,-11.992500417381596,-12.4765625
176,0.380859375,0.6691406249999999,3.5373828125,1.328125,-11.624027888637482,-10.878909158325914,-12.305000417381596,-13.4140625
177,0.830859375,1.119140625,1.4823828125,3.328125,-12.624027888637482,-11.878909158325914,-13.305000417381596,-12.4140625
178,1.0558593749999998,0.44414062499999996,4.5648828125000005,2.328125,-12.124027888637482,-11.378909158325914,-11.805000417381596,-12.9140625
179,0.605859375,0.8941406249999999,2.5098828125,4.328125,-11.124027888637482,-10.378909158325914,-12.805000417381596,-13.9140625
180,0.7183593749999999,0.33164062499999997,1.9961328125000002,4.828125,-10.874027888637482,-11.128909158325914,-11.555000417381596,-12.6640625
181,1.1683593749999999,0.7816406249999999,4.051132812500001,2.828125,-11.874027888637482,-12.128909158325914,-12.555000417381596,-13.6640625
182,0.943359375,0.556640625,3.0236328125000003,3.828125,-12.374027888637482,-11.628909158325914,-12.055000417381596,-13.1640625
183,0.49335937499999993,1.006640625,5.0786328125,1.828125,-11.374027888637482,-10.628909158325914,-13.055000417381596,-12.1640625
184,0.43710937499999997,0.500390625,3.2805078125000002,2.578125,-12.499027888637482,-10.503909158325914,-11.680000417381596,-12.5390625
185,0.8871093749999999,0.9503906249999998,5.3355078125,4.578125,-11.499027888637482,-11.503909158325914,-12.680000417381596,-13.5390625
186,1.112109375,0.725390625,2.2530078125,1.578125,-10.999027888637482,-12.003909158325914,-12.180000417381596,-13.0390625
187,0.662109375,1.175390625,4.3080078125000005,3.578125,-11.999027888637482,-11.003909158325914,-13.180000417381596,-12.0390625
188,0.549609375,0.6128906249999999,4.8217578125000005,3.078125,-11.749027888637482,-10.753909158325914,-12.430000417381596,-13.2890625
189,0.9996093749999999,1.0628906249999999,2.7667578125000003,1.078125,-10.749027888637482,-11.753909158325914,-13.430000417381596,-12.2890625
190,0.7746093749999999,0.387890625,3.7942578125,4.078125,-11.249027888637482,-12.253909158325914,-11.930000417381596,-12.7890625
191,0.324609375,0.837890625,1.7392578125,2.078125,-12.249027888637482,-11.253909158325914,-12.930000417381596,-13.7890625
192,0.317578125,0.47929687499999996,3.8263671875000003,4.609375,-12.202152888637482,-10.582034158325914,-12.570625417381596,-13.9296875
193,0.767578125,0.9292968749999999,1.7713671875,2.609375,-11.202152888637482,-11.582034158325914,-11.570625417381596,-12.9296875
194,0.9925781249999999,0.7042968749999999,4.853867187500001,3.609375,-11.702152888637482,-12.082034158325914,-13.070625417381596,-12.4296875
195,0.5425781249999999,1.154296875,2.7988671875,1.609375,-12.702152888637482,-11.082034158325914,-12.070625417381596,-13.4296875
196,0.655078125,0.591796875,2.2851171875,1.109375,-12.452152888637482,-10.332034158325914,-13.320625417381596,-12.1796875
197,1.105078125,1.041796875,4.340117187500001,3.109375,-11.452152888637482,-11.332034158325914,-12.320625417381596,-13.1796875
198,0.8800781249999998,0.36679687499999997,3.3126171875000003,2.109375,-10.952152888637482,-11.832034158325914,-12.820625417381596,-13.6796875
199,0.430078125,0.8167968749999999,5.3676171875000005,4.109375,-11.952152888637482,-10.832034158325914,-11.820625417381596,-12.6796875
200,0.486328125,0.6480468749999999,3.0557421875,3.359375,-11.077152888637482,-11.207034158325914,-13.445625417381596,-12.0546875
201,0.936328125,1.0980468749999999,5.1107421875000005,1.359375,-12.077152888637482,-12.207034158325914,-12.445625417381596,-13.0546875
202,1.1613281249999998,0.423046875,2.0282421875,4.359375,-12.577152888637482,-11.707034158325914,-12.945625417381596,-13.5546875
203,0.7113281249999999,0.873046875,4.0832421875,2.359375,-11.577152888637482,-10.707034158325914,-11.945625417381596,-12.5546875
204,0.5988281249999999,0.310546875,4.5969921875,2.859375,-11.327152888637482,-10.957034158325914,-12.695625417381596,-13.8046875
205,1.048828125,0.760546875,2.5419921875,4.859375,-12.327152888637482,-11.957034158325914,-11.695625417381596,-12.8046875
206,0.8238281249999999,0.535546875,3.5694921875000003,1.859375,-11.827152888637482,-11.457034158325914,-13.195625417381596,-12.3046875
207,0.37382812499999996,0.9855468749999998,1.5144921875000001,3.859375,-10.827152888637482,-10.457034158325914,-12.195625417381596,-13.3046875
208,0.40195312499999997,0.563671875,4.982304687500001,2.234375,-12.639652888637482,-12.019534158325914,-11.508125417381596,-12.3671875
209,0.8519531249999999,1.013671875,2.9273046875000004,4.234375,-11.639652888637482,-11.019534158325914,-12.508125417381596,-13.3671875
210,1.076953125,0.33867187499999996,3.9548046875000002,1.234375,-11.139652888637482,-10.519534158325914,-12.008125417381596,-13.8671875
211,0.626953125,0.7886718749999999,1.8998046875,3.234375,-12.139652888637482,-11.519534158325914,-13.008125417381596,-12.8671875
212,0.7394531249999999,0.451171875,2.4135546875000005,3.734375,-11.889652888637482,-12.269534158325914,-12.258125417381596,-13.6171875
213,1.189453125,0.901171875,4.4685546875,1.734375,-10.889652888637482,-11.269534158325914,-13.258125417381596,-12.6171875
214,0.9644531249999999,0.676171875,1.3860546875000002,4.734375,-11.389652888637482,-10.769534158325914,-11.758125417381596,-12.1171875
215,0.514453125,1.1261718749999998,3.4410546875000003,2.734375,-12.389652888637482,-11.769534158325914,-12.758125417381596,-13.1171875
216,0.45820312499999993,0.394921875,1.6429296875000001,1.984375,-11.514652888637482,-11.394534158325914,-12.383125417381596,-13.7421875
217,0.908203125,0.844921875,3.6979296875000003,3.984375,-12.514652888637482,-10.394534158325914,-13.383125417381596,-12.7421875
218,1.1332031249999999,0.619921875,2.6704296875000004,2.984375,-12.014652888637482,-10.894534158325914,-11.883125417381596,-12.2421875
219,0.6832031249999999,1.069921875,4.7254296875,4.984375,-11.014652888637482,-11.894534158325914,-12.883125417381596,-13.2421875
220,0.570703125,0.732421875,4.2116796875,4.484375,-10.764652888637482,-11.644534158325914,-11.633125417381596,-12.4921875
221,1.0207031249999998,1.182421875,2.1566796875,2.484375,-11.764652888637482,-10.644534158325914,-12.633125417381596,-13.4921875
